permutation|permutationMap|result|denot total iterations
462|{232: 232, 237: 3, 236: 237, 10: 11, 233: 2, 2: 10, 0: 233, 11: 0, 242: 242, 3: 236}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|485
463|{232: 10, 237: 3, 236: 0, 10: 11, 233: 236, 2: 233, 0: 2, 11: 232, 242: 242, 3: 237}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|487
464|{232: 3, 237: 2, 236: 236, 10: 232, 233: 0, 2: 242, 0: 233, 11: 237, 242: 11, 3: 10}|( )|235
465|{232: 232, 237: 242, 236: 236, 10: 3, 233: 0, 2: 233, 0: 11, 11: 2, 242: 237, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|243
466|{232: 236, 237: 11, 236: 233, 10: 232, 233: 237, 2: 10, 0: 242, 11: 0, 242: 3, 3: 2}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|758
467|{232: 2, 237: 0, 236: 3, 10: 236, 233: 237, 2: 242, 0: 10, 11: 11, 242: 232, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|725
468|{232: 11, 237: 232, 236: 242, 10: 2, 233: 0, 2: 10, 0: 3, 11: 237, 242: 236, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|960
469|{232: 2, 237: 237, 236: 233, 10: 11, 233: 3, 2: 242, 0: 0, 11: 236, 242: 232, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|737
470|{232: 10, 237: 0, 236: 233, 10: 11, 233: 236, 2: 2, 0: 237, 11: 242, 242: 3, 3: 232}|( )|14
471|{232: 3, 237: 232, 236: 237, 10: 242, 233: 2, 2: 236, 0: 11, 11: 10, 242: 233, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
472|{232: 242, 237: 11, 236: 236, 10: 237, 233: 232, 2: 10, 0: 0, 11: 233, 242: 3, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|66
473|{232: 11, 237: 10, 236: 242, 10: 233, 233: 232, 2: 0, 0: 3, 11: 236, 242: 2, 3: 237}|( )|14
474|{232: 237, 237: 11, 236: 3, 10: 232, 233: 233, 2: 0, 0: 10, 11: 242, 242: 236, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|739
475|{232: 232, 237: 242, 236: 2, 10: 233, 233: 236, 2: 0, 0: 11, 11: 3, 242: 237, 3: 10}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|741
476|{232: 0, 237: 237, 236: 2, 10: 10, 233: 3, 2: 233, 0: 11, 11: 232, 242: 236, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
477|{232: 3, 237: 11, 236: 233, 10: 2, 233: 0, 2: 10, 0: 236, 11: 232, 242: 242, 3: 237}|( )|12
478|{232: 232, 237: 11, 236: 236, 10: 3, 233: 242, 2: 0, 0: 233, 11: 10, 242: 237, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|966
479|{232: 0, 237: 242, 236: 10, 10: 11, 233: 3, 2: 236, 0: 232, 11: 233, 242: 237, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|748
480|{232: 10, 237: 236, 236: 2, 10: 232, 233: 242, 2: 233, 0: 3, 11: 0, 242: 11, 3: 237}|( )|14
481|{232: 10, 237: 2, 236: 233, 10: 232, 233: 237, 2: 3, 0: 236, 11: 11, 242: 0, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|250
482|{232: 3, 237: 11, 236: 232, 10: 233, 233: 10, 2: 237, 0: 2, 11: 242, 242: 0, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|249
483|{232: 10, 237: 232, 236: 3, 10: 236, 233: 2, 2: 0, 0: 242, 11: 11, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|250
484|{232: 237, 237: 11, 236: 233, 10: 0, 233: 2, 2: 236, 0: 242, 11: 10, 242: 232, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|247
485|{232: 242, 237: 236, 236: 232, 10: 2, 233: 0, 2: 237, 0: 11, 11: 10, 242: 3, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|478
486|{232: 2, 237: 237, 236: 3, 10: 233, 233: 232, 2: 0, 0: 11, 11: 10, 242: 242, 3: 236}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|485
487|{232: 2, 237: 237, 236: 3, 10: 242, 233: 236, 2: 0, 0: 11, 11: 10, 242: 232, 3: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|246
488|{232: 3, 237: 236, 236: 11, 10: 0, 233: 10, 2: 233, 0: 237, 11: 2, 242: 242, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|966
489|{232: 232, 237: 0, 236: 2, 10: 11, 233: 10, 2: 237, 0: 3, 11: 236, 242: 242, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|11
490|{232: 10, 237: 3, 236: 11, 10: 236, 233: 0, 2: 232, 0: 233, 11: 242, 242: 2, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|722
491|{232: 10, 237: 232, 236: 0, 10: 11, 233: 236, 2: 242, 0: 233, 11: 2, 242: 237, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|719
492|{232: 2, 237: 0, 236: 232, 10: 242, 233: 237, 2: 10, 0: 3, 11: 233, 242: 11, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
493|{232: 233, 237: 0, 236: 11, 10: 236, 233: 2, 2: 10, 0: 232, 11: 3, 242: 237, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|253
494|{232: 3, 237: 0, 236: 242, 10: 10, 233: 11, 2: 2, 0: 236, 11: 232, 242: 237, 3: 233}|( )|12
495|{232: 236, 237: 232, 236: 2, 10: 242, 233: 0, 2: 11, 0: 3, 11: 10, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|857
496|{232: 2, 237: 233, 236: 236, 10: 10, 233: 232, 2: 11, 0: 3, 11: 242, 242: 237, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|38
497|{232: 2, 237: 3, 236: 242, 10: 10, 233: 237, 2: 0, 0: 236, 11: 11, 242: 232, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|259
498|{232: 236, 237: 2, 236: 233, 10: 232, 233: 237, 2: 10, 0: 242, 11: 0, 242: 3, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1457
499|{232: 237, 237: 11, 236: 236, 10: 2, 233: 3, 2: 10, 0: 242, 11: 232, 242: 233, 3: 0}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|24
500|{232: 3, 237: 232, 236: 237, 10: 11, 233: 10, 2: 0, 0: 233, 11: 242, 242: 236, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|487
501|{232: 10, 237: 242, 236: 2, 10: 11, 233: 3, 2: 237, 0: 233, 11: 0, 242: 232, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|20
502|{232: 0, 237: 2, 236: 237, 10: 11, 233: 236, 2: 3, 0: 233, 11: 10, 242: 232, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|266
503|{232: 0, 237: 3, 236: 2, 10: 242, 233: 232, 2: 236, 0: 237, 11: 11, 242: 10, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|249
504|{232: 233, 237: 10, 236: 236, 10: 2, 233: 242, 2: 237, 0: 0, 11: 11, 242: 232, 3: 3}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|746
505|{232: 233, 237: 10, 236: 2, 10: 232, 233: 0, 2: 3, 0: 236, 11: 242, 242: 11, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|733
506|{232: 233, 237: 242, 236: 3, 10: 10, 233: 236, 2: 237, 0: 2, 11: 11, 242: 232, 3: 0}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|261
507|{232: 10, 237: 232, 236: 11, 10: 242, 233: 233, 2: 236, 0: 3, 11: 237, 242: 0, 3: 2}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|971
508|{232: 233, 237: 236, 236: 2, 10: 0, 233: 242, 2: 237, 0: 232, 11: 10, 242: 11, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
509|{232: 0, 237: 232, 236: 11, 10: 237, 233: 236, 2: 3, 0: 10, 11: 2, 242: 242, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|494
510|{232: 0, 237: 3, 236: 242, 10: 236, 233: 11, 2: 233, 0: 10, 11: 2, 242: 232, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|255
511|{232: 10, 237: 11, 236: 3, 10: 236, 233: 232, 2: 233, 0: 2, 11: 237, 242: 242, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|730
512|{232: 3, 237: 10, 236: 242, 10: 236, 233: 11, 2: 233, 0: 237, 11: 0, 242: 2, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|254
513|{232: 236, 237: 237, 236: 242, 10: 10, 233: 0, 2: 11, 0: 233, 11: 3, 242: 2, 3: 232}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|32
514|{232: 2, 237: 10, 236: 0, 10: 242, 233: 233, 2: 237, 0: 11, 11: 236, 242: 3, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|476
515|{232: 232, 237: 242, 236: 2, 10: 10, 233: 3, 2: 11, 0: 0, 11: 236, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|478
516|{232: 237, 237: 2, 236: 11, 10: 232, 233: 3, 2: 242, 0: 0, 11: 236, 242: 10, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|722
517|{232: 11, 237: 236, 236: 232, 10: 10, 233: 233, 2: 3, 0: 237, 11: 2, 242: 0, 3: 242}|( )|14
518|{232: 10, 237: 3, 236: 242, 10: 233, 233: 0, 2: 236, 0: 232, 11: 237, 242: 2, 3: 11}|( )|14
519|{232: 0, 237: 233, 236: 3, 10: 2, 233: 11, 2: 242, 0: 236, 11: 237, 242: 232, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1967
520|{232: 232, 237: 236, 236: 0, 10: 10, 233: 2, 2: 242, 0: 3, 11: 11, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|259
521|{232: 233, 237: 2, 236: 0, 10: 242, 233: 236, 2: 232, 0: 237, 11: 11, 242: 3, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|268
522|{232: 237, 237: 242, 236: 10, 10: 236, 233: 11, 2: 232, 0: 3, 11: 2, 242: 0, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|40
523|{232: 232, 237: 3, 236: 10, 10: 2, 233: 11, 2: 237, 0: 242, 11: 0, 242: 233, 3: 236}|( )|14
524|{232: 236, 237: 242, 236: 233, 10: 232, 233: 237, 2: 2, 0: 11, 11: 3, 242: 10, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|256
525|{232: 237, 237: 3, 236: 232, 10: 2, 233: 0, 2: 233, 0: 236, 11: 10, 242: 242, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|734
526|{232: 10, 237: 3, 236: 236, 10: 0, 233: 2, 2: 233, 0: 11, 11: 237, 242: 242, 3: 232}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|488
527|{232: 3, 237: 242, 236: 233, 10: 2, 233: 0, 2: 11, 0: 236, 11: 232, 242: 237, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|35
528|{232: 0, 237: 236, 236: 2, 10: 232, 233: 3, 2: 233, 0: 11, 11: 242, 242: 10, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|727
529|{232: 242, 237: 236, 236: 11, 10: 237, 233: 2, 2: 0, 0: 232, 11: 10, 242: 233, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1251
530|{232: 3, 237: 232, 236: 0, 10: 2, 233: 233, 2: 236, 0: 242, 11: 237, 242: 11, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|488
531|{232: 236, 237: 233, 236: 3, 10: 0, 233: 232, 2: 11, 0: 10, 11: 242, 242: 237, 3: 2}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|38
532|{232: 236, 237: 10, 236: 11, 10: 233, 233: 242, 2: 2, 0: 3, 11: 232, 242: 0, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|21
533|{232: 233, 237: 10, 236: 2, 10: 3, 233: 11, 2: 242, 0: 0, 11: 237, 242: 236, 3: 232}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|506
534|{232: 237, 237: 236, 236: 11, 10: 0, 233: 242, 2: 3, 0: 233, 11: 10, 242: 2, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|986
535|{232: 3, 237: 11, 236: 232, 10: 10, 233: 233, 2: 236, 0: 2, 11: 0, 242: 237, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|30
536|{232: 236, 237: 242, 236: 11, 10: 237, 233: 3, 2: 2, 0: 233, 11: 10, 242: 0, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|15
537|{232: 10, 237: 3, 236: 242, 10: 233, 233: 0, 2: 232, 0: 237, 11: 11, 242: 236, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|862
538|{232: 242, 237: 10, 236: 0, 10: 11, 233: 236, 2: 237, 0: 2, 11: 232, 242: 3, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|739
539|{232: 232, 237: 236, 236: 0, 10: 242, 233: 233, 2: 237, 0: 2, 11: 3, 242: 11, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|503
540|{232: 10, 237: 2, 236: 3, 10: 236, 233: 233, 2: 242, 0: 237, 11: 232, 242: 0, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|487
541|{232: 232, 237: 233, 236: 242, 10: 11, 233: 237, 2: 0, 0: 3, 11: 2, 242: 10, 3: 236}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
542|{232: 10, 237: 11, 236: 236, 10: 3, 233: 233, 2: 237, 0: 2, 11: 242, 242: 232, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & a - b = 1 & a >= 1 } )|274
543|{232: 11, 237: 10, 236: 2, 10: 3, 233: 0, 2: 232, 0: 233, 11: 237, 242: 236, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } )|727
544|{232: 10, 237: 236, 236: 232, 10: 0, 233: 233, 2: 237, 0: 3, 11: 2, 242: 242, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|1420
545|{232: 11, 237: 232, 236: 242, 10: 2, 233: 233, 2: 237, 0: 0, 11: 236, 242: 3, 3: 10}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|749
546|{232: 233, 237: 0, 236: 10, 10: 242, 233: 3, 2: 237, 0: 232, 11: 236, 242: 11, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|472
547|{232: 10, 237: 233, 236: 242, 10: 3, 233: 11, 2: 237, 0: 2, 11: 0, 242: 232, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|724
548|{232: 236, 237: 10, 236: 233, 10: 2, 233: 3, 2: 0, 0: 232, 11: 11, 242: 237, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|780
549|{232: 2, 237: 237, 236: 10, 10: 3, 233: 236, 2: 0, 0: 232, 11: 233, 242: 242, 3: 11}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|972
550|{232: 0, 237: 2, 236: 237, 10: 232, 233: 236, 2: 11, 0: 242, 11: 10, 242: 233, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|1677
551|{232: 233, 237: 232, 236: 10, 10: 242, 233: 2, 2: 237, 0: 3, 11: 0, 242: 11, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|56
552|{232: 11, 237: 233, 236: 2, 10: 236, 233: 242, 2: 10, 0: 0, 11: 232, 242: 3, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|247
553|{232: 3, 237: 2, 236: 236, 10: 11, 233: 237, 2: 0, 0: 10, 11: 233, 242: 232, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|512
554|{232: 0, 237: 2, 236: 232, 10: 11, 233: 10, 2: 233, 0: 3, 11: 236, 242: 237, 3: 242}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|1235
555|{232: 11, 237: 236, 236: 2, 10: 0, 233: 233, 2: 3, 0: 242, 11: 237, 242: 10, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|529
556|{232: 237, 237: 11, 236: 10, 10: 232, 233: 2, 2: 0, 0: 3, 11: 233, 242: 236, 3: 242}|( )|12
557|{232: 237, 237: 3, 236: 232, 10: 242, 233: 11, 2: 0, 0: 233, 11: 10, 242: 236, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|506
558|{232: 3, 237: 11, 236: 242, 10: 2, 233: 233, 2: 10, 0: 237, 11: 236, 242: 232, 3: 0}|( )|10
559|{232: 232, 237: 242, 236: 10, 10: 237, 233: 233, 2: 3, 0: 0, 11: 11, 242: 2, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|258
560|{232: 233, 237: 2, 236: 3, 10: 236, 233: 237, 2: 242, 0: 232, 11: 11, 242: 0, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
561|{232: 3, 237: 232, 236: 10, 10: 242, 233: 233, 2: 11, 0: 0, 11: 237, 242: 236, 3: 2}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|38
562|{232: 11, 237: 236, 236: 242, 10: 2, 233: 232, 2: 10, 0: 0, 11: 237, 242: 3, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|11
563|{232: 237, 237: 236, 236: 232, 10: 11, 233: 233, 2: 242, 0: 0, 11: 10, 242: 2, 3: 3}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|261
564|{232: 2, 237: 233, 236: 236, 10: 242, 233: 3, 2: 11, 0: 237, 11: 232, 242: 10, 3: 0}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
565|{232: 3, 237: 0, 236: 233, 10: 242, 233: 10, 2: 237, 0: 11, 11: 2, 242: 236, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|494
566|{232: 2, 237: 11, 236: 242, 10: 3, 233: 10, 2: 232, 0: 233, 11: 236, 242: 0, 3: 237}|( )|10
567|{232: 0, 237: 233, 236: 3, 10: 2, 233: 242, 2: 237, 0: 232, 11: 11, 242: 236, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|492
568|{232: 10, 237: 11, 236: 2, 10: 0, 233: 236, 2: 233, 0: 3, 11: 232, 242: 237, 3: 242}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|724
569|{232: 11, 237: 232, 236: 0, 10: 236, 233: 233, 2: 3, 0: 242, 11: 10, 242: 2, 3: 237}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|707
570|{232: 242, 237: 3, 236: 2, 10: 237, 233: 11, 2: 232, 0: 236, 11: 10, 242: 0, 3: 233}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1460
571|{232: 0, 237: 3, 236: 233, 10: 232, 233: 2, 2: 237, 0: 242, 11: 11, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|480
572|{232: 242, 237: 236, 236: 3, 10: 2, 233: 10, 2: 232, 0: 233, 11: 237, 242: 11, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
573|{232: 11, 237: 237, 236: 3, 10: 233, 233: 232, 2: 242, 0: 2, 11: 236, 242: 0, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
574|{232: 2, 237: 232, 236: 3, 10: 233, 233: 0, 2: 11, 0: 236, 11: 237, 242: 242, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|758
575|{232: 2, 237: 233, 236: 11, 10: 232, 233: 237, 2: 236, 0: 0, 11: 242, 242: 3, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|486
576|{232: 232, 237: 10, 236: 242, 10: 11, 233: 236, 2: 3, 0: 0, 11: 237, 242: 2, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|976
577|{232: 2, 237: 3, 236: 236, 10: 0, 233: 232, 2: 242, 0: 11, 11: 10, 242: 237, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1899
